Tamanho;Cenario;Algoritmo;Dado;Media;DesvioPadrao;Minimo;Maximo;Mediana;CV;IC95_Superior;IC95_Inferior
10000;Ordenado;ShellSort;TROCAS;75243.00;0.00;75243.00;75243.00;75243.00;0.00;75243.00;75243.00
10000;Ordenado;ShellSort;ACESSOS;150486.00;0.00;150486.00;150486.00;150486.00;0.00;150486.00;150486.00
10000;Ordenado;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;ShellSort;TEMPO;1561796.67;113165.25;1481600.00;2086100.00;1541950.00;7.25;1602292.33;1521301.00
10000;Ordenado;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Reverso;BubbleSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Reverso;BubbleSort;TROCAS;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Reverso;BubbleSort;ACESSOS;299970000.00;0.00;299970000.00;299970000.00;299970000.00;0.00;299970000.00;299970000.00
10000;Reverso;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Reverso;BubbleSort;TEMPO;1392272933.33;26149545.57;1381788900.00;1515961400.00;1385551800.00;1.88;1401630428.04;1382915438.63
10000;Reverso;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;Reverso;InsertionSort;COMPARACOES;99980001.00;0.00;99980001.00;99980001.00;99980001.00;0.00;99980001.00;99980001.00
10000;Reverso;InsertionSort;TROCAS;50004999.00;0.00;50004999.00;50004999.00;50004999.00;0.00;50004999.00;50004999.00
10000;Reverso;InsertionSort;ACESSOS;199989999.00;0.00;199989999.00;199989999.00;199989999.00;0.00;199989999.00;199989999.00
10000;Reverso;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Reverso;InsertionSort;TEMPO;1056304843.33;1912609.42;1052563800.00;1060680400.00;1056108600.00;0.18;1056989261.82;1055620424.84
10000;Reverso;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;Reverso;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Reverso;SelectionSort;TROCAS;5000.00;0.00;5000.00;5000.00;5000.00;0.00;5000.00;5000.00
10000;Reverso;SelectionSort;ACESSOS;100010000.00;0.00;100010000.00;100010000.00;100010000.00;0.00;100010000.00;100010000.00
10000;Reverso;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Reverso;SelectionSort;TEMPO;643032740.00;1888981.57;640579600.00;648066000.00;642315150.00;0.29;643708703.37;642356776.63
10000;Reverso;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Reverso;MergeSort;COMPARACOES;64608.00;0.00;64608.00;64608.00;64608.00;0.00;64608.00;64608.00
10000;Reverso;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;Reverso;MergeSort;ACESSOS;663680.00;0.00;663680.00;663680.00;663680.00;0.00;663680.00;663680.00
10000;Reverso;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Reverso;MergeSort;TEMPO;4512876.67;98851.91;4411600.00;4748700.00;4477300.00;2.19;4548250.37;4477502.97
10000;Reverso;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;Reverso;QuickSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Reverso;QuickSort;TROCAS;5000.00;0.00;5000.00;5000.00;5000.00;0.00;5000.00;5000.00
10000;Reverso;QuickSort;ACESSOS;50024999.00;0.00;50024999.00;50024999.00;50024999.00;0.00;50024999.00;50024999.00
10000;Reverso;QuickSort;PROF_REC;9998.00;0.00;9998.00;9998.00;9998.00;0.00;9998.00;9998.00
10000;Reverso;QuickSort;TEMPO;405807276.67;1563851.85;404086500.00;410762500.00;405338000.00;0.39;406366893.86;405247659.47
10000;Reverso;QuickSort;MEM_AUX;159968.00;0.00;159968.00;159968.00;159968.00;0.00;159968.00;159968.00
10000;Reverso;QuickSortRandomizado;COMPARACOES;155774.13;6916.85;144695.00;169738.00;156399.50;4.44;158249.30;153298.97
10000;Reverso;QuickSortRandomizado;TROCAS;61102.53;4414.64;53526.00;72232.00;60644.00;7.22;62682.29;59522.78
10000;Reverso;QuickSortRandomizado;ACESSOS;406844.53;20027.00;380559.00;453181.00;404502.50;4.92;414011.10;399677.96
10000;Reverso;QuickSortRandomizado;PROF_REC;28.77;1.83;26.00;33.00;29.00;6.37;29.42;28.11
10000;Reverso;QuickSortRandomizado;TEMPO;2789253.33;118335.82;2603700.00;3042100.00;2778700.00;4.24;2831599.26;2746907.40
10000;Reverso;QuickSortRandomizado;MEM_AUX;575.33;36.65;520.00;660.00;580.00;6.37;588.45;562.22
10000;Reverso;HeapSort;COMPARACOES;226682.00;0.00;226682.00;226682.00;226682.00;0.00;226682.00;226682.00
10000;Reverso;HeapSort;TROCAS;116696.00;0.00;116696.00;116696.00;116696.00;0.00;116696.00;116696.00
10000;Reverso;HeapSort;ACESSOS;920148.00;0.00;920148.00;920148.00;920148.00;0.00;920148.00;920148.00
10000;Reverso;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Reverso;HeapSort;TEMPO;5594770.00;117680.53;5427100.00;5824600.00;5583250.00;2.10;5636881.44;5552658.56
10000;Reverso;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;Reverso;ShellSort;COMPARACOES;98651.00;0.00;98651.00;98651.00;98651.00;0.00;98651.00;98651.00
10000;Reverso;ShellSort;TROCAS;128947.00;0.00;128947.00;128947.00;128947.00;0.00;128947.00;128947.00
10000;Reverso;ShellSort;ACESSOS;356545.00;0.00;356545.00;356545.00;356545.00;0.00;356545.00;356545.00
10000;Reverso;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Reverso;ShellSort;TEMPO;2724786.67;91417.07;2633000.00;3069800.00;2708900.00;3.36;2757499.85;2692073.49
10000;Reverso;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;ParcialmenteOrdenado;BubbleSort;COMPARACOES;49965466.17;31262.92;49870250.00;49994535.00;49978255.50;0.06;49976653.46;49954278.87
10000;ParcialmenteOrdenado;BubbleSort;TROCAS;10092947.07;158342.92;9747239.00;10459248.00;10108229.00;1.57;10149609.35;10036284.78
10000;ParcialmenteOrdenado;BubbleSort;ACESSOS;140302720.60;654664.72;138891044.00;141793320.00;140391200.00;0.47;140536989.36;140068451.84
10000;ParcialmenteOrdenado;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;ParcialmenteOrdenado;BubbleSort;TEMPO;852072596.67;4087781.04;843720200.00;860535600.00;851288900.00;0.48;853535390.32;850609803.01
10000;ParcialmenteOrdenado;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;ParcialmenteOrdenado;InsertionSort;COMPARACOES;20115392.33;237366.21;19726357.00;20614249.00;20060719.00;1.18;20200332.74;20030451.93
10000;ParcialmenteOrdenado;InsertionSort;TROCAS;10062696.87;118683.08;9868178.00;10312128.00;10035359.00;1.18;10105167.06;10020226.67
10000;ParcialmenteOrdenado;InsertionSort;ACESSOS;40240786.07;474732.37;39462713.00;41238505.00;40131437.00;1.18;40410666.86;40070905.27
10000;ParcialmenteOrdenado;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;ParcialmenteOrdenado;InsertionSort;TEMPO;212642970.00;2789785.07;208018600.00;218215700.00;212128000.00;1.31;213641281.77;211644658.23
10000;ParcialmenteOrdenado;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;ParcialmenteOrdenado;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;ParcialmenteOrdenado;SelectionSort;TROCAS;1998.70;0.60;1997.00;1999.00;1999.00;0.03;1998.91;1998.49
10000;ParcialmenteOrdenado;SelectionSort;ACESSOS;99997994.80;2.38;99997988.00;99997996.00;99997996.00;0.00;99997995.65;99997993.95
10000;ParcialmenteOrdenado;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;ParcialmenteOrdenado;SelectionSort;TEMPO;637807326.67;3340667.41;634292200.00;648550100.00;636971550.00;0.52;639002769.15;636611884.19
10000;ParcialmenteOrdenado;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;ParcialmenteOrdenado;MergeSort;COMPARACOES;118303.13;236.00;117848.00;118654.00;118341.50;0.20;118387.58;118218.68
10000;ParcialmenteOrdenado;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;ParcialmenteOrdenado;MergeSort;ACESSOS;771070.27;472.00;770160.00;771772.00;771147.00;0.06;771239.17;770901.37
10000;ParcialmenteOrdenado;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;ParcialmenteOrdenado;MergeSort;TEMPO;5408243.33;90907.70;5302600.00;5572900.00;5379600.00;1.68;5440774.24;5375712.43
10000;ParcialmenteOrdenado;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;ParcialmenteOrdenado;QuickSort;COMPARACOES;222514.27;24319.89;184436.00;270700.00;215180.50;10.93;231217.03;213811.51
10000;ParcialmenteOrdenado;QuickSort;TROCAS;61137.17;6030.79;51877.00;75439.00;60403.00;9.86;63295.26;58979.08
10000;ParcialmenteOrdenado;QuickSort;ACESSOS;474188.80;35606.24;414256.00;545559.00;463079.00;7.51;486930.33;461447.27
10000;ParcialmenteOrdenado;QuickSort;PROF_REC;54.13;11.55;38.00;92.00;51.00;21.34;58.27;50.00
10000;ParcialmenteOrdenado;QuickSort;TEMPO;3160720.00;234014.99;2711600.00;3609000.00;3093600.00;7.40;3244461.19;3076978.81
10000;ParcialmenteOrdenado;QuickSort;MEM_AUX;866.13;184.87;608.00;1472.00;816.00;21.34;932.29;799.98
10000;ParcialmenteOrdenado;QuickSortRandomizado;COMPARACOES;157095.80;6008.27;147415.00;170400.00;157876.50;3.82;159245.83;154945.77
10000;ParcialmenteOrdenado;QuickSortRandomizado;TROCAS;75198.30;7152.12;61261.00;92907.00;73823.00;9.51;77757.65;72638.95
10000;ParcialmenteOrdenado;QuickSortRandomizado;ACESSOS;464558.50;33004.64;399095.00;541708.00;459525.00;7.10;476369.06;452747.94
10000;ParcialmenteOrdenado;QuickSortRandomizado;PROF_REC;29.77;2.34;26.00;35.00;29.00;7.88;30.61;28.93
10000;ParcialmenteOrdenado;QuickSortRandomizado;TEMPO;3213656.67;183306.52;2869800.00;3645900.00;3180150.00;5.70;3279252.06;3148061.27
10000;ParcialmenteOrdenado;QuickSortRandomizado;MEM_AUX;595.33;46.88;520.00;700.00;580.00;7.88;612.11;578.56
10000;ParcialmenteOrdenado;HeapSort;COMPARACOES;240915.17;66.49;240784.00;241042.00;240907.50;0.03;240938.96;240891.37
10000;ParcialmenteOrdenado;HeapSort;TROCAS;128889.13;45.95;128820.00;129005.00;128879.00;0.04;128905.58;128872.69
10000;ParcialmenteOrdenado;HeapSort;ACESSOS;997386.87;287.77;996894.00;998056.00;997339.00;0.03;997489.84;997283.89
10000;ParcialmenteOrdenado;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;ParcialmenteOrdenado;HeapSort;TEMPO;6152766.67;374537.91;5945500.00;7498600.00;6003500.00;6.09;6286793.34;6018740.00
10000;ParcialmenteOrdenado;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;ParcialmenteOrdenado;ShellSort;COMPARACOES;272709.77;11213.65;253608.00;302656.00;271038.50;4.11;276722.52;268697.01
10000;ParcialmenteOrdenado;ShellSort;TROCAS;212405.43;5614.15;202892.00;227374.00;211585.00;2.64;214414.43;210396.44
10000;ParcialmenteOrdenado;ShellSort;ACESSOS;697520.63;22441.87;659392.00;757404.00;694208.50;3.22;705551.35;689489.91
10000;ParcialmenteOrdenado;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;ParcialmenteOrdenado;ShellSort;TEMPO;5098663.33;179626.12;4826900.00;5456200.00;5074050.00;3.52;5162941.71;5034384.95
10000;ParcialmenteOrdenado;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;AltaRepeticao;BubbleSort;COMPARACOES;49979910.30;10804.98;49944279.00;49990344.00;49983445.00;0.02;49983776.81;49976043.79
10000;AltaRepeticao;BubbleSort;TROCAS;24702796.67;188117.63;24353765.00;25023035.00;24725609.50;0.76;24770113.70;24635479.64
10000;AltaRepeticao;BubbleSort;ACESSOS;198771007.27;751402.31;197376330.00;200069258.00;198872036.00;0.38;199039893.13;198502121.40
10000;AltaRepeticao;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;AltaRepeticao;BubbleSort;TEMPO;1141217770.00;4334054.15;1132837100.00;1151336000.00;1140495000.00;0.38;1142768691.36;1139666848.64
10000;AltaRepeticao;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;AltaRepeticao;InsertionSort;COMPARACOES;49526937.47;440881.41;48339427.00;50381947.00;49508176.00;0.89;49684704.85;49369170.08
10000;AltaRepeticao;InsertionSort;TROCAS;24768472.43;220441.13;24174717.00;25195976.00;24759093.50;0.89;24847356.28;24689588.59
10000;AltaRepeticao;InsertionSort;ACESSOS;99063882.33;881763.66;96688861.00;100773899.00;99026363.00;0.89;99379417.41;98748347.26
10000;AltaRepeticao;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;AltaRepeticao;InsertionSort;TEMPO;525483330.00;9904343.76;510708400.00;560167500.00;523190900.00;1.88;529027553.90;521939106.10
10000;AltaRepeticao;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;AltaRepeticao;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;AltaRepeticao;SelectionSort;TROCAS;9895.83;11.24;9860.00;9911.00;9896.50;0.11;9899.86;9891.81
10000;AltaRepeticao;SelectionSort;ACESSOS;100029583.33;44.96;100029440.00;100029644.00;100029586.00;0.00;100029599.42;100029567.24
10000;AltaRepeticao;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;AltaRepeticao;SelectionSort;TEMPO;637093790.00;2011871.79;634318900.00;644812000.00;636960250.00;0.32;637813729.07;636373850.93
10000;AltaRepeticao;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;AltaRepeticao;MergeSort;COMPARACOES;120265.17;63.62;120148.00;120386.00;120254.50;0.05;120287.93;120242.40
10000;AltaRepeticao;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;AltaRepeticao;MergeSort;ACESSOS;774994.33;127.25;774760.00;775236.00;774973.00;0.02;775039.87;774948.80
10000;AltaRepeticao;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;AltaRepeticao;MergeSort;TEMPO;5586023.33;86508.98;5502700.00;5900500.00;5566900.00;1.55;5616980.17;5555066.49
10000;AltaRepeticao;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;AltaRepeticao;QuickSort;COMPARACOES;579533.87;4984.84;570342.00;590735.00;579682.50;0.86;581317.67;577750.06
10000;AltaRepeticao;QuickSort;TROCAS;40206.43;5384.10;33203.00;58761.00;39469.50;13.39;42133.11;38279.76
10000;AltaRepeticao;QuickSort;ACESSOS;750258.60;24880.36;714976.00;835678.00;747290.00;3.32;759161.92;741355.28
10000;AltaRepeticao;QuickSort;PROF_REC;131.07;3.78;124.00;140.00;131.00;2.88;132.42;129.71
10000;AltaRepeticao;QuickSort;TEMPO;6052450.00;114911.24;5818300.00;6357200.00;6038200.00;1.90;6093570.46;6011329.54
10000;AltaRepeticao;QuickSort;MEM_AUX;2097.07;60.44;1984.00;2240.00;2096.00;2.88;2118.70;2075.44
10000;AltaRepeticao;QuickSortRandomizado;COMPARACOES;580333.37;7930.97;568642.00;599196.00;578520.50;1.37;583171.43;577495.30
10000;AltaRepeticao;QuickSortRandomizado;TROCAS;53197.33;5400.75;44490.00;65284.00;52289.50;10.15;55129.97;51264.70
10000;AltaRepeticao;QuickSortRandomizado;ACESSOS;803021.70;27355.82;766462.00;864995.00;799213.50;3.41;812810.85;793232.55
10000;AltaRepeticao;QuickSortRandomizado;PROF_REC;133.13;5.12;126.00;143.00;132.00;3.85;134.97;131.30
10000;AltaRepeticao;QuickSortRandomizado;TEMPO;6798886.67;281493.06;6473700.00;7567700.00;6715450.00;4.14;6899617.67;6698155.67
10000;AltaRepeticao;QuickSortRandomizado;MEM_AUX;2662.67;102.48;2520.00;2860.00;2640.00;3.85;2699.34;2625.99
10000;AltaRepeticao;HeapSort;COMPARACOES;234339.80;146.81;234030.00;234634.00;234329.50;0.06;234392.33;234287.27
10000;AltaRepeticao;HeapSort;TROCAS;123296.23;95.84;123085.00;123501.00;123304.50;0.08;123330.53;123261.94
10000;AltaRepeticao;HeapSort;ACESSOS;961864.53;658.78;960598.00;963272.00;961886.00;0.07;962100.28;961628.79
10000;AltaRepeticao;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;AltaRepeticao;HeapSort;TEMPO;5936570.00;99914.13;5809200.00;6189100.00;5921100.00;1.68;5972323.81;5900816.19
10000;AltaRepeticao;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;AltaRepeticao;ShellSort;COMPARACOES;190956.83;10678.33;171963.00;219873.00;190524.00;5.59;194778.02;187135.64
10000;AltaRepeticao;ShellSort;TROCAS;172812.97;5340.07;163345.00;187261.00;172591.50;3.09;174723.89;170902.05
10000;AltaRepeticao;ShellSort;ACESSOS;536582.77;21358.43;498653.00;594395.00;535707.00;3.98;544225.78;528939.75
10000;AltaRepeticao;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;AltaRepeticao;ShellSort;TEMPO;4101356.67;135910.78;3860400.00;4350200.00;4099150.00;3.31;4149991.71;4052721.62
10000;AltaRepeticao;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;QuaseReal;BubbleSort;COMPARACOES;49986535.93;7830.31;49967505.00;49994220.00;49988672.00;0.02;49989337.98;49983733.89
10000;QuaseReal;BubbleSort;TROCAS;25013978.13;178812.64;24656005.00;25452128.00;24986739.00;0.71;25077965.41;24949990.85
10000;QuaseReal;BubbleSort;ACESSOS;200028984.40;716853.61;198608908.00;201789956.00;199907092.00;0.36;200285507.17;199772461.63
10000;QuaseReal;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;QuaseReal;BubbleSort;TEMPO;1146348603.33;4697134.73;1138536800.00;1156260900.00;1145772900.00;0.41;1148029451.41;1144667755.26
10000;QuaseReal;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;QuaseReal;InsertionSort;COMPARACOES;50076599.93;317917.70;49366851.00;50734367.00;50020414.00;0.63;50190365.32;49962834.54
10000;QuaseReal;InsertionSort;TROCAS;25043306.73;158958.61;24688441.00;25372193.00;25015217.50;0.63;25100189.34;24986424.13
10000;QuaseReal;InsertionSort;ACESSOS;100163213.40;635834.92;98743733.00;101478753.00;100050849.00;0.63;100390744.00;99935682.80
10000;QuaseReal;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;QuaseReal;InsertionSort;TEMPO;530042190.00;3981560.14;520031300.00;538974900.00;529432600.00;0.75;531466973.00;528617407.00
10000;QuaseReal;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;QuaseReal;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;QuaseReal;SelectionSort;TROCAS;9990.43;2.66;9985.00;9996.00;9990.00;0.03;9991.39;9989.48
10000;QuaseReal;SelectionSort;ACESSOS;100029961.73;10.64;100029940.00;100029984.00;100029960.00;0.00;100029965.54;100029957.92
10000;QuaseReal;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;QuaseReal;SelectionSort;TEMPO;637051503.33;1616803.13;634518300.00;642391900.00;636628200.00;0.25;637630068.90;636472937.76
10000;QuaseReal;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;QuaseReal;MergeSort;COMPARACOES;120438.10;49.57;120339.00;120511.00;120443.00;0.04;120455.84;120420.36
10000;QuaseReal;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;QuaseReal;MergeSort;ACESSOS;775340.20;99.13;775142.00;775486.00;775350.00;0.01;775375.67;775304.73
10000;QuaseReal;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;QuaseReal;MergeSort;TEMPO;5806263.33;88824.42;5696100.00;5990700.00;5795350.00;1.53;5838048.74;5774477.92
10000;QuaseReal;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;QuaseReal;QuickSort;COMPARACOES;156722.80;7875.59;145016.00;176723.00;155117.50;5.03;159541.04;153904.56
10000;QuaseReal;QuickSort;TROCAS;73736.17;6460.03;61279.00;89590.00;72914.50;8.76;76047.86;71424.48
10000;QuaseReal;QuickSort;ACESSOS;458338.47;31287.21;404251.00;534001.00;458486.00;6.83;469534.45;447142.48
10000;QuaseReal;QuickSort;PROF_REC;29.33;2.20;26.00;35.00;29.50;7.51;30.12;28.55
10000;QuaseReal;QuickSort;TEMPO;2984216.67;136342.36;2735300.00;3264900.00;2981350.00;4.57;3033006.15;2935427.18
10000;QuaseReal;QuickSort;MEM_AUX;469.33;35.24;416.00;560.00;472.00;7.51;481.94;456.72
10000;QuaseReal;QuickSortRandomizado;COMPARACOES;157141.07;7262.71;146535.00;175426.00;155532.50;4.62;159739.99;154542.14
10000;QuaseReal;QuickSortRandomizado;TROCAS;76254.90;5585.86;68862.00;92898.00;75967.00;7.33;78253.77;74256.03
10000;QuaseReal;QuickSortRandomizado;ACESSOS;468824.97;27868.34;429217.00;553122.00;462109.50;5.94;478797.52;458852.41
10000;QuaseReal;QuickSortRandomizado;PROF_REC;29.53;2.19;26.00;35.00;29.00;7.43;30.32;28.75
10000;QuaseReal;QuickSortRandomizado;TEMPO;3364586.67;123660.39;3179400.00;3716200.00;3358600.00;3.68;3408837.97;3320335.37
10000;QuaseReal;QuickSortRandomizado;MEM_AUX;590.67;43.86;520.00;700.00;580.00;7.43;606.36;574.97
10000;QuaseReal;HeapSort;COMPARACOES;235380.13;96.43;235147.00;235550.00;235378.00;0.04;235414.64;235345.63
10000;QuaseReal;HeapSort;TROCAS;124196.03;91.95;123956.00;124338.00;124174.00;0.07;124228.94;124163.13
10000;QuaseReal;HeapSort;ACESSOS;967544.40;543.89;966118.00;968344.00;967449.00;0.06;967739.03;967349.77
10000;QuaseReal;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;QuaseReal;HeapSort;TEMPO;6027890.00;98246.98;5921500.00;6332500.00;6027250.00;1.63;6063047.23;5992732.77
10000;QuaseReal;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;QuaseReal;ShellSort;COMPARACOES;323148.63;11581.82;297509.00;360577.00;320236.00;3.58;327293.14;319004.13
10000;QuaseReal;ShellSort;TROCAS;238982.63;5785.30;226148.00;257689.00;237512.50;2.42;241052.88;236912.39
10000;QuaseReal;ShellSort;ACESSOS;801113.90;23152.37;749805.00;875955.00;795260.00;2.89;809398.87;792828.93
10000;QuaseReal;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;QuaseReal;ShellSort;TEMPO;5668293.33;168904.03;5351200.00;6119700.00;5646300.00;2.98;5728734.87;5607851.80
10000;QuaseReal;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
50000;Aleatorio;BubbleSort;COMPARACOES;1249938409.10;34134.88;1249856659.00;1249973725.00;1249951004.50;0.00;1249950624.11;1249926194.09
50000;Aleatorio;BubbleSort;TROCAS;625352709.83;1686551.02;621583792.00;627640283.00;625659643.00;0.27;625956234.36;624749185.30
50000;Aleatorio;BubbleSort;ACESSOS;5001287657.53;6733619.82;4986263116.00;5010400576.00;5002534287.00;0.13;5003697252.44;4998878062.63
50000;Aleatorio;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50000;Aleatorio;BubbleSort;TEMPO;28589692370.00;96695439.04;28509625700.00;29056874400.00;28570823850.00;0.34;28624294388.47;28555090351.53
50000;Aleatorio;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
50000;Aleatorio;InsertionSort;COMPARACOES;1249665527.07;4355294.04;1237963397.00;1257310589.00;1249486543.00;0.35;1251224049.02;1248107005.11
50000;Aleatorio;InsertionSort;TROCAS;624857774.17;2177647.04;619006708.00;628680307.00;624768278.50;0.35;625637035.15;624078513.18
50000;Aleatorio;InsertionSort;ACESSOS;2499381075.40;8710588.12;2475976813.00;2514671203.00;2499023100.00;0.35;2502498119.33;2496264031.47
50000;Aleatorio;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50000;Aleatorio;InsertionSort;TEMPO;13194727180.00;46419945.97;13106466000.00;13302548600.00;13195208850.00;0.35;13211338344.33;13178116015.67
50000;Aleatorio;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
50000;Aleatorio;SelectionSort;COMPARACOES;1249975000.00;0.00;1249975000.00;1249975000.00;1249975000.00;0.00;1249975000.00;1249975000.00
50000;Aleatorio;SelectionSort;TROCAS;49989.00;3.31;49980.00;49996.00;49990.00;0.01;49990.18;49987.82
50000;Aleatorio;SelectionSort;ACESSOS;2500149956.00;13.25;2500149920.00;2500149984.00;2500149960.00;0.00;2500149960.74;2500149951.26
50000;Aleatorio;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50000;Aleatorio;SelectionSort;TEMPO;15902972130.00;47596780.59;15883334100.00;16153163800.00;15894397900.00;0.30;15920004419.19;15885939840.81
50000;Aleatorio;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
